C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_50_386.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_50_386.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_50_386.jpg, 0, 0, 0, 8.062649E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_50_490.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_50_490.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_50_490.jpg, 0, 0, 0, 7.825369E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_50_591.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_50_591.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_50_591.jpg, 0, 0, 0, 7.790999E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_50_704.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_50_704.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_50_704.jpg, 0, 0, 0, 8.169196E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_50_815.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_50_815.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_50_815.jpg, 0, 0, 0, 7.833519E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_50_927.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_50_927.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_50_927.jpg, 0, 0, 0, 8.080455E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_51_039.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_51_039.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_51_039.jpg, 0, 0, 0, 7.864918E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_51_140.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_51_140.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_51_140.jpg, 0, 0, 0, 7.93628E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_51_258.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_51_258.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_51_258.jpg, 0, 0, 0, 7.91577E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_51_360.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_51_360.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_51_360.jpg, 0, 0, 0, 8.110826E-05
C:\Users\sangr\OneDrive\Desktop\mydata\IMG\center_2020_10_25_15_44_51_483.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\left_2020_10_25_15_44_51_483.jpg, C:\Users\sangr\OneDrive\Desktop\mydata\IMG\right_2020_10_25_15_44_51_483.jpg, 0, 0.3678381, 0, 0.2869202
